index,age,job,marital,education,default,balance,loan
22776,41.0,services,married,secondary,no,96.0,no
22777,51.0,management,married,secondary,no,614.0,yes
22778,24.0,blue-collar,single,secondary,no,578.0,no
22779,32.0,management,married,tertiary,no,132.0,no
22780,36.0,blue-collar,married,primary,no,287.0,no
22781,55.0,management,married,secondary,no,11743.0,no
22782,35.0,blue-collar,married,primary,no,2205.0,no
22783,55.0,unemployed,single,primary,no,5.0,no
22784,32.0,services,married,secondary,no,2833.0,no
22785,50.0,blue-collar,married,primary,no,1290.0,no
22786,32.0,admin.,married,secondary,no,1974.0,no
22787,44.0,management,divorced,tertiary,no,1379.0,no
22788,46.0,management,divorced,tertiary,no,14481.0,no
22789,45.0,admin.,married,secondary,no,820.0,no
22790,40.0,admin.,married,secondary,no,1395.0,yes
22791,36.0,housemaid,married,secondary,no,419.0,no
22792,38.0,technician,married,secondary,no,175.0,no
22793,53.0,technician,divorced,primary,no,7290.0,no
22794,37.0,services,married,secondary,no,-5.0,yes
22795,44.0,management,married,tertiary,no,5282.0,no
22796,42.0,unemployed,divorced,secondary,no,1713.0,no
22797,40.0,management,married,secondary,no,6695.0,no
22798,33.0,blue-collar,married,secondary,no,854.0,yes
22799,41.0,technician,single,tertiary,no,1646.0,no
22800,29.0,technician,single,secondary,no,32.0,yes
22801,50.0,management,married,tertiary,no,1158.0,no
22802,40.0,management,single,tertiary,no,-199.0,yes
22803,49.0,technician,married,secondary,no,2344.0,no
22804,34.0,technician,married,secondary,no,650.0,no
22805,41.0,blue-collar,married,secondary,no,438.0,no
22806,41.0,entrepreneur,married,primary,no,740.0,no
22807,49.0,technician,married,primary,no,2343.0,no
22808,41.0,blue-collar,married,secondary,no,629.0,yes
22809,26.0,blue-collar,single,secondary,no,2.0,no
22810,39.0,technician,married,tertiary,no,123.0,no
22811,58.0,self-employed,married,secondary,no,1407.0,no
22812,51.0,blue-collar,married,secondary,no,1440.0,no
22813,28.0,technician,married,secondary,no,-92.0,no
22814,40.0,admin.,married,secondary,no,1597.0,no
22815,36.0,unemployed,single,tertiary,no,577.0,no
22816,31.0,management,married,unknown,no,68.0,no
22817,51.0,technician,married,secondary,no,4924.0,no
22818,59.0,retired,married,secondary,no,4414.0,no
22819,55.0,services,married,unknown,no,1210.0,no
22820,40.0,admin.,divorced,secondary,no,-105.0,no
22821,52.0,blue-collar,married,primary,no,2144.0,no
22822,42.0,blue-collar,married,primary,no,188.0,no
22823,35.0,blue-collar,married,primary,no,361.0,no
22824,44.0,blue-collar,married,primary,no,314.0,no
22825,36.0,management,single,tertiary,no,2806.0,no
22826,47.0,technician,married,primary,no,12531.0,no
22827,32.0,technician,single,secondary,no,562.0,no
22828,36.0,admin.,married,secondary,no,1954.0,yes
22829,27.0,services,single,secondary,no,2153.0,no
22830,36.0,management,single,tertiary,no,548.0,yes
22831,36.0,unemployed,single,tertiary,no,1316.0,no
22832,41.0,technician,married,secondary,no,2990.0,no
22833,32.0,admin.,married,secondary,no,305.0,no
22834,53.0,technician,single,secondary,no,198.0,yes
22835,45.0,technician,married,secondary,no,2124.0,no
22836,31.0,technician,divorced,secondary,no,342.0,no
22837,53.0,blue-collar,divorced,primary,no,2656.0,no
22838,53.0,services,married,secondary,no,2719.0,no
22839,25.0,management,single,unknown,no,17.0,no
22840,51.0,retired,married,primary,no,752.0,no
22841,31.0,blue-collar,single,secondary,no,-219.0,no
22842,37.0,technician,married,secondary,no,-403.0,no
22843,37.0,technician,married,secondary,no,1120.0,no
22844,56.0,management,married,tertiary,no,-45.0,no
22845,41.0,services,married,primary,no,373.0,no
22846,33.0,services,married,secondary,no,108.0,no
22847,38.0,management,single,tertiary,no,126.0,no
22848,27.0,blue-collar,married,primary,no,106.0,no
22849,41.0,management,divorced,secondary,no,2666.0,no
22850,30.0,blue-collar,married,secondary,no,119.0,no
22851,37.0,blue-collar,married,primary,no,461.0,no
22852,38.0,services,married,secondary,no,-762.0,yes
22853,45.0,management,married,tertiary,no,1447.0,yes
22854,55.0,admin.,married,secondary,no,420.0,no
22855,25.0,blue-collar,single,secondary,no,352.0,no
22856,26.0,technician,single,secondary,no,174.0,no
22857,44.0,technician,divorced,secondary,no,752.0,no
22858,47.0,blue-collar,married,unknown,no,61.0,no
22859,40.0,management,single,tertiary,no,402.0,no
22860,43.0,entrepreneur,married,primary,no,0.0,no
22861,27.0,technician,single,secondary,no,430.0,yes
22862,48.0,blue-collar,married,secondary,no,1841.0,no
22863,47.0,technician,married,secondary,no,1387.0,no
22864,55.0,technician,married,secondary,no,2760.0,no
22865,36.0,blue-collar,married,secondary,no,429.0,no
22866,44.0,technician,married,secondary,no,0.0,no
22867,38.0,blue-collar,married,primary,no,580.0,no
22868,49.0,blue-collar,married,secondary,no,366.0,yes
22869,42.0,management,married,tertiary,no,372.0,no
22870,35.0,blue-collar,single,secondary,no,-257.0,no
22871,49.0,management,divorced,tertiary,no,-2049.0,no
22872,35.0,blue-collar,married,secondary,no,698.0,yes
22873,40.0,admin.,single,secondary,no,2002.0,no
22874,52.0,management,married,tertiary,no,1065.0,yes
22875,43.0,admin.,divorced,secondary,no,729.0,no
22876,28.0,technician,single,secondary,no,1405.0,no
22877,38.0,management,married,tertiary,no,2548.0,no
22878,43.0,management,single,tertiary,no,690.0,no
22879,39.0,blue-collar,married,secondary,no,648.0,no
22880,39.0,management,married,tertiary,no,564.0,no
22881,32.0,admin.,divorced,tertiary,no,-127.0,no
22882,51.0,blue-collar,married,secondary,no,1374.0,no
22883,53.0,management,married,tertiary,no,1144.0,no
22884,39.0,unemployed,single,secondary,no,356.0,no
22885,34.0,technician,married,secondary,no,0.0,no
22886,50.0,unemployed,married,secondary,no,3674.0,no
22887,29.0,services,divorced,secondary,no,590.0,no
22888,32.0,management,divorced,tertiary,no,1589.0,no
22889,52.0,admin.,married,primary,no,2255.0,no
22890,23.0,management,single,tertiary,no,1004.0,no
22891,27.0,services,single,tertiary,no,3021.0,no
22892,47.0,blue-collar,married,secondary,no,1794.0,yes
22893,35.0,student,single,secondary,no,2960.0,no
22894,44.0,blue-collar,married,secondary,no,3224.0,no
22895,42.0,admin.,divorced,secondary,no,435.0,no
22896,29.0,blue-collar,married,primary,no,200.0,no
22897,43.0,management,married,tertiary,no,19.0,no
22898,49.0,self-employed,married,secondary,no,2061.0,yes
22899,31.0,management,single,tertiary,no,453.0,no
22900,36.0,technician,single,secondary,no,4136.0,no
22901,28.0,management,single,tertiary,no,0.0,no
22902,31.0,technician,divorced,secondary,no,646.0,no
22903,48.0,services,married,secondary,no,7019.0,no
22904,46.0,blue-collar,married,primary,no,-287.0,no
22905,36.0,management,married,tertiary,no,1133.0,no
22906,32.0,admin.,divorced,secondary,no,-19.0,no
22907,35.0,management,single,tertiary,no,0.0,no
22908,48.0,technician,married,unknown,no,2005.0,no
22909,53.0,management,married,tertiary,no,-601.0,no
22910,42.0,technician,married,secondary,no,4791.0,no
22911,45.0,services,single,secondary,no,482.0,yes
22912,42.0,technician,divorced,secondary,no,3043.0,yes
22913,54.0,self-employed,married,secondary,no,12159.0,no
22914,41.0,housemaid,married,tertiary,no,783.0,no
22915,51.0,technician,divorced,secondary,no,468.0,no
22916,49.0,services,married,primary,no,5737.0,no
22917,36.0,blue-collar,married,secondary,no,959.0,no
22918,44.0,management,married,tertiary,no,149.0,no
22919,47.0,blue-collar,married,secondary,no,578.0,no
22920,30.0,services,married,secondary,no,586.0,no
22921,36.0,blue-collar,married,secondary,no,79.0,no
22922,32.0,admin.,single,secondary,no,642.0,no
22923,38.0,technician,married,secondary,no,61.0,no
22924,41.0,services,married,secondary,no,1141.0,no
22925,33.0,blue-collar,married,secondary,no,580.0,no
22926,30.0,management,single,tertiary,no,5288.0,no
22927,33.0,blue-collar,married,secondary,no,7063.0,no
22928,27.0,technician,married,unknown,no,811.0,no
22929,28.0,services,single,secondary,no,2954.0,no
22930,25.0,services,single,secondary,no,3217.0,no
22931,27.0,blue-collar,single,secondary,no,294.0,yes
22932,29.0,admin.,married,secondary,no,-526.0,no
22933,39.0,blue-collar,married,unknown,no,638.0,yes
22934,32.0,management,married,tertiary,no,4307.0,no
22935,46.0,blue-collar,divorced,secondary,no,1815.0,no
22936,38.0,technician,single,secondary,no,12.0,no
22937,35.0,technician,single,tertiary,no,59.0,no
22938,38.0,blue-collar,married,secondary,no,-579.0,yes
22939,27.0,technician,married,secondary,no,1577.0,yes
22940,38.0,entrepreneur,married,secondary,no,61.0,yes
22941,28.0,blue-collar,married,secondary,no,1020.0,no
22942,37.0,blue-collar,married,secondary,no,672.0,no
22943,30.0,admin.,married,primary,no,-171.0,no
22944,29.0,admin.,married,tertiary,no,26.0,no
22945,31.0,services,single,secondary,no,-779.0,no
22946,41.0,blue-collar,single,unknown,no,2835.0,no
22947,38.0,admin.,divorced,secondary,no,19.0,no
22948,28.0,admin.,single,secondary,no,419.0,no
22949,44.0,technician,married,secondary,no,1196.0,yes
22950,39.0,unemployed,single,secondary,no,-53.0,no
22951,56.0,retired,married,unknown,no,228.0,no
22952,31.0,admin.,single,secondary,no,-449.0,no
22953,29.0,services,married,secondary,no,11417.0,no
22954,55.0,blue-collar,married,primary,no,-317.0,no
22955,48.0,admin.,divorced,secondary,no,0.0,yes
22956,28.0,entrepreneur,married,secondary,no,490.0,no
22957,45.0,blue-collar,married,secondary,no,554.0,no
22958,23.0,technician,single,tertiary,no,1129.0,no
22959,28.0,technician,single,tertiary,no,183.0,yes
22960,38.0,technician,single,tertiary,no,218.0,yes
22961,31.0,services,married,secondary,no,-327.0,no
22962,31.0,blue-collar,divorced,primary,no,158.0,no
22963,57.0,management,married,tertiary,no,-22.0,no
22964,52.0,entrepreneur,married,primary,no,8298.0,yes
22965,35.0,admin.,married,secondary,no,2374.0,no
22966,31.0,technician,single,primary,no,449.0,no
22967,26.0,admin.,single,tertiary,no,-164.0,no
22968,26.0,technician,single,secondary,no,150.0,no
22969,36.0,technician,married,secondary,no,1731.0,yes
22970,42.0,technician,married,secondary,no,-1310.0,yes
22971,29.0,management,married,tertiary,no,715.0,no
22972,26.0,blue-collar,single,primary,no,230.0,no
22973,24.0,blue-collar,single,secondary,no,674.0,yes
22974,29.0,services,married,tertiary,no,6.0,no
22975,53.0,services,divorced,secondary,no,-905.0,no
22976,41.0,management,divorced,tertiary,no,25.0,yes
22977,32.0,management,married,tertiary,no,514.0,no
22978,26.0,services,single,tertiary,no,1624.0,yes
22979,28.0,blue-collar,single,secondary,no,6307.0,no
22980,35.0,technician,married,secondary,no,194.0,no
22981,47.0,technician,married,secondary,no,970.0,no
22982,52.0,blue-collar,married,secondary,no,310.0,no
22983,43.0,blue-collar,married,secondary,no,413.0,no
22984,25.0,self-employed,single,secondary,no,1242.0,no
22985,29.0,admin.,married,secondary,no,36.0,no
22986,29.0,blue-collar,married,secondary,no,1171.0,no
22987,44.0,admin.,married,secondary,no,72.0,yes
22988,24.0,technician,single,secondary,no,288.0,no
22989,29.0,management,single,tertiary,no,-158.0,no
22990,51.0,technician,single,secondary,no,511.0,yes
22991,31.0,blue-collar,single,secondary,no,1686.0,no
22992,32.0,admin.,single,secondary,no,294.0,no
22993,26.0,admin.,single,secondary,no,677.0,no
22994,51.0,blue-collar,married,secondary,no,505.0,no
22995,24.0,services,single,secondary,no,53.0,yes
22996,29.0,management,single,tertiary,no,112.0,yes
22997,28.0,services,single,secondary,no,281.0,no
22998,29.0,blue-collar,single,primary,no,231.0,no
22999,29.0,technician,single,secondary,yes,-397.0,no
23000,25.0,admin.,married,secondary,no,894.0,no
23001,27.0,student,single,secondary,no,16173.0,no
23002,35.0,technician,single,secondary,no,920.0,no
23003,40.0,admin.,divorced,secondary,no,-541.0,yes
23004,42.0,technician,married,secondary,no,570.0,no
23005,49.0,housemaid,married,tertiary,no,50.0,yes
23006,26.0,blue-collar,single,secondary,no,396.0,no
23007,23.0,services,single,secondary,no,665.0,no
23008,28.0,management,married,secondary,no,292.0,no
23009,29.0,admin.,single,secondary,no,2768.0,no
23010,29.0,management,single,tertiary,no,5980.0,no
23011,33.0,blue-collar,married,secondary,no,-112.0,no
23012,23.0,student,single,unknown,no,854.0,no
23013,43.0,unemployed,married,secondary,no,511.0,yes
23014,50.0,admin.,single,secondary,no,330.0,no
23015,48.0,management,married,secondary,no,99.0,no
23016,32.0,admin.,married,tertiary,no,-421.0,yes
23017,33.0,admin.,married,secondary,no,393.0,no
23018,36.0,management,married,tertiary,no,771.0,no
23019,27.0,management,single,tertiary,no,1995.0,no
23020,37.0,blue-collar,married,secondary,no,604.0,no
23021,32.0,services,married,secondary,no,172.0,no
23022,29.0,admin.,married,secondary,no,445.0,no
23023,55.0,blue-collar,married,secondary,no,284.0,yes
23024,59.0,technician,married,secondary,no,0.0,yes
23025,38.0,self-employed,married,secondary,no,279.0,no
23026,35.0,blue-collar,divorced,secondary,no,105.0,yes
23027,34.0,services,married,secondary,no,24.0,no
23028,55.0,retired,married,secondary,no,2193.0,yes
23029,40.0,technician,married,secondary,no,-312.0,no
23030,43.0,management,married,secondary,no,373.0,no
23031,34.0,admin.,single,secondary,no,1103.0,no
23032,24.0,blue-collar,single,secondary,no,327.0,no
23033,32.0,services,single,tertiary,no,-233.0,no
23034,38.0,services,married,secondary,no,-314.0,no
23035,35.0,self-employed,married,tertiary,no,1820.0,yes
23036,30.0,technician,single,secondary,no,146.0,no
23037,39.0,blue-collar,single,primary,no,366.0,yes
23038,29.0,management,married,tertiary,no,8089.0,no
23039,31.0,admin.,single,secondary,no,1306.0,no
23040,31.0,management,single,tertiary,no,-160.0,no
23041,34.0,blue-collar,married,secondary,no,504.0,no
23042,29.0,blue-collar,married,primary,no,1280.0,no
23043,34.0,entrepreneur,married,tertiary,no,105.0,no
23044,33.0,admin.,single,primary,no,-258.0,no
23045,27.0,admin.,single,secondary,no,242.0,yes
23046,28.0,student,single,secondary,no,949.0,no
23047,37.0,admin.,married,secondary,no,2061.0,yes
23048,42.0,management,single,tertiary,no,4264.0,no
23049,28.0,technician,single,secondary,no,1417.0,no
23050,60.0,retired,married,primary,no,170.0,no
23051,40.0,technician,single,tertiary,no,-89.0,no
23052,51.0,services,divorced,secondary,no,-245.0,yes
23053,27.0,self-employed,single,tertiary,no,5214.0,no
23054,28.0,services,single,secondary,no,3331.0,no
23055,29.0,admin.,married,secondary,no,5605.0,no
23056,48.0,blue-collar,married,primary,no,134.0,no
23057,35.0,management,single,secondary,no,73.0,no
23058,31.0,admin.,married,unknown,yes,-310.0,no
23059,43.0,blue-collar,married,secondary,yes,-504.0,no
23060,27.0,services,single,secondary,no,9636.0,no
23061,47.0,management,married,secondary,no,490.0,no
23062,27.0,services,single,secondary,no,1636.0,no
23063,53.0,blue-collar,married,secondary,no,314.0,no
23064,40.0,unemployed,married,primary,no,557.0,no
23065,30.0,blue-collar,single,secondary,no,397.0,no
23066,33.0,blue-collar,married,secondary,no,529.0,no
23067,57.0,retired,married,tertiary,no,0.0,yes
23068,51.0,technician,married,secondary,no,98.0,no
23069,26.0,blue-collar,married,primary,no,3529.0,no
23070,26.0,admin.,married,secondary,no,714.0,no
23071,30.0,blue-collar,married,primary,no,-518.0,yes
23072,32.0,blue-collar,single,secondary,no,160.0,no
23073,33.0,blue-collar,single,secondary,no,-366.0,no
23074,32.0,blue-collar,divorced,primary,no,158.0,no
23075,26.0,unemployed,married,primary,no,70.0,no
23076,56.0,retired,married,primary,no,-299.0,no
23077,44.0,management,married,tertiary,no,0.0,no
23078,41.0,blue-collar,single,secondary,no,1621.0,no
23079,50.0,self-employed,divorced,tertiary,no,59.0,no
23080,24.0,student,single,secondary,no,372.0,no
23081,45.0,blue-collar,married,primary,no,446.0,no
23082,57.0,blue-collar,married,primary,no,1502.0,no
23083,45.0,management,married,tertiary,yes,-1655.0,no
23084,37.0,blue-collar,single,secondary,no,111.0,no
23085,39.0,blue-collar,married,primary,no,7304.0,no
23086,45.0,blue-collar,married,secondary,no,156.0,yes
23087,53.0,management,married,tertiary,no,490.0,no
23088,26.0,blue-collar,married,unknown,no,407.0,no
23089,25.0,entrepreneur,single,primary,no,-65.0,no
23090,44.0,blue-collar,married,secondary,no,-73.0,no
23091,29.0,technician,single,secondary,no,22008.0,no
23092,33.0,technician,divorced,tertiary,no,839.0,no
23093,63.0,retired,married,secondary,no,415.0,no
23094,34.0,management,single,tertiary,no,1058.0,no
23095,29.0,services,divorced,secondary,no,1336.0,no
23096,42.0,management,married,tertiary,no,479.0,no
23097,50.0,technician,married,secondary,no,-568.0,yes
23098,33.0,blue-collar,single,secondary,no,123.0,no
23099,32.0,admin.,single,secondary,no,562.0,no
23100,29.0,management,single,secondary,no,293.0,no
23101,51.0,technician,married,secondary,no,271.0,no
23102,29.0,technician,married,secondary,no,344.0,yes
23103,31.0,admin.,married,secondary,no,314.0,no
23104,28.0,technician,single,secondary,no,1536.0,no
23105,50.0,blue-collar,married,primary,no,1203.0,yes
23106,34.0,services,married,secondary,no,1182.0,no
23107,24.0,student,single,unknown,no,3298.0,no
23108,35.0,services,single,secondary,no,1227.0,yes
23109,39.0,blue-collar,single,secondary,yes,0.0,yes
23110,26.0,management,single,tertiary,no,6840.0,no
23111,57.0,services,divorced,secondary,no,-752.0,no
23112,38.0,services,divorced,secondary,no,-345.0,no
23113,28.0,admin.,married,secondary,no,9779.0,yes
23114,45.0,management,divorced,tertiary,no,-255.0,yes
